"uniprot","symbol","degree"
"Q8IV08","PLD3",2
"Q8NA77","TEX19",2
"Q96K37","SLC35E1",2
"Q9NRX2","MRPL17",2
"Q5MCW4","ZNF569",2
"Q9UII2","ATP5IF1",2
"O96028","NSD2",2
"Q9UGI9","PRKAG3",2
"Q6NXP2","GARIN1A",2
"Q9Y534","CSDC2",2
"Q14186","TFDP1",2
"O75683","SURF6",2
"Q9BWN1","PRR14",2
"Q969U7","PSMG2",2
"Q9BTL4","IER2",2
"Q8TDX5","ACMSD",2
"P09016","HOXD4",2
"Q9NXS2","QPCTL",2
"P61371","ISL1",2
"P62873","GNB1",2
"Q9NXJ0","MS4A12",2
"Q9Y4F5","CEP170B",2
"Q03013","GSTM4",2
"P56537","EIF6",2
"Q969X2","ST6GALNAC6",2
"Q765P7","MTSS2",2
"Q15050","RRS1",2
"Q3ZCT1","ZNF260",2
"Q9BZY9","TRIM31",2
"P56385","ATP5ME",2
"Q9NVK5","FGFR1OP2",2
"P24844","MYL9",2
"Q96LK8","SPATA32",2
"Q9H5K3","POMK",2
"Q330K2","NDUFAF6",2
"Q676U5","ATG16L1",2
"O75310","UGT2B11",2
"Q5C9Z4","NOM1",2
"Q8TBF2","PRXL2B",2
"Q99570","PIK3R4",2
"Q6UW32","IGFL1",2
"Q8TEX9","IPO4",2
"Q8IXM7","ODF3L1",2
"Q9BUB5","MKNK1",2
"Q05215","EGR4",2
"Q6PJT7","ZC3H14",2
"P26440","IVD",2
"Q8IZD9","DOCK3",2
"Q9NT62","ATG3",2
"Q8TBZ3","WDR20",2
"P61421","ATP6V0D1",2
"O43795","MYO1B",2
"Q9HCY8","S100A14",2
"Q8N1E2","LYG1",2
"Q9NZU5","LMCD1",2
"P60510","PPP4C",2
"Q9BZR6","RTN4R",2
"Q7Z2E3","APTX",2
"P49848","TAF6",2
"Q15109","AGER",2
"P56381","ATP5F1E",2
"Q4G0F5","VPS26B",2
"Q9NPE3","NOP10",2
"P29122","PCSK6",2
"A6NGS2","ERICH4",2
"Q86TJ5","ZNF554",2
"Q96FF9","CDCA5",2
"Q96IZ2","ADTRP",2
"P00491","PNP",2
"B7U540","KCNJ18",2
"O60224","SSX4",2
"Q96JJ6","JPH4",2
"Q9UH17","APOBEC3B",2
"A6NER0","TBC1D3F",2
"Q9NPE2","NGRN",2
"P49327","FASN",2
"Q9UKA8","RCAN3",2
"P27469","G0S2",2
"P19388","POLR2E",2
"O94983","CAMTA2",2
"Q8WXS3","BAALC",2
"O95057","DIRAS1",2
"Q86W47","KCNMB4",2
"Q15256","PTPRR",2
"Q02127","DHODH",2
"Q6NSJ2","PHLDB3",2
"Q9BZE7","C22orf23",2
"O75688","PPM1B",2
"P11279","LAMP1",2
"O95926","SYF2",2
"Q495A1","TIGIT",2
"Q6PK81","ZNF773",2
"P45983","MAPK8",2
"Q8IYT1","GARIN4",2
"Q5W0N0","C9orf57",2
"Q96FV2","SCRN2",2
"P56856","CLDN18",2
"Q13098","GPS1",2
"Q96QA6","YPEL2",2
"Q53R12","TM4SF20",2
"P21815","IBSP",2
"Q14863","POU6F1",2
"P50749","RASSF2",2
"P22749","GNLY",2
"O95835","LATS1",2
"Q6Q6R5","CRIP3",2
"P23352","ANOS1",2
"Q9P2X3","IMPACT",2
"Q8N6M3","FITM2",2
"Q8TB37","NUBPL",2
"Q9Y5X5","NPFFR2",2
"Q9NX94","WBP1L",2
"Q9UBZ4","APEX2",2
"Q9NRH1","YAE1",2
"Q9C0D0","PHACTR1",2
"Q9BZM5","ULBP2",2
"Q8IWL1","SFTPA2",2
"Q8N0W3","FCSK",2
"Q9BUY7","EFCAB11",2
"Q5SXH7","PLEKHS1",2
"Q5VT66","MTARC1",2
"Q8WXA3","RUFY2",2
"Q99500","S1PR3",2
"Q969K4","ABTB1",2
"Q969W1","ZDHHC16",2
"Q8NB16","MLKL",2
"P01135","TGFA",2
"O43300","LRRTM2",2
"P07992","ERCC1",2
"P06732","CKM",2
"Q14929","ZNF169",2
"Q5T8I9","HENMT1",2
"Q99814","EPAS1",2
"C9J7I0","UMAD1",2
"Q5JUK9","PAGE3",2
"Q96EY5","MVB12A",2
"Q8WUJ1","CYB5D2",2
"Q96PV7","FAM193B",2
"Q8WVN6","SECTM1",2
"O14734","ACOT8",2
"Q9HBY8","SGK2",2
"Q96AP7","ESAM",2
"O95843","GUCA1C",2
"P12872","MLN",2
"Q99712","KCNJ15",2
"O14508","SOCS2",2
"Q96BT7","ALKBH8",2
"Q9Y394","DHRS7",2
"Q9H6E4","CCDC134",2
"Q8WW43","APH1B",2
"Q6UWV7","SHISAL2A",2
"P28065","PSMB9",2
"Q9NSN8","SNTG1",2
"P02747","C1QC",2
"Q9BQI0","AIF1L",2
"Q9H1C7","CYSTM1",2
"Q96FX8","PERP",2
"O00231","PSMD11",2
"Q96I13","ABHD8",2
"P21754","ZP3",2
"Q658L1","SAXO2",2
"Q8N228","SCML4",2
"Q86VN1","VPS36",2
"Q9Y6C9","MTCH2",2
"Q6UXU6","TMEM92",2
"P16471","PRLR",2
"Q96E17","RAB3C",2
"Q8TDQ0","HAVCR2",2
"Q16572","SLC18A3",2
"Q6GMV2","SMYD5",2
"Q9Y5P8","PPP2R3B",2
"Q9NRP2","CMC2",2
"Q99627","COPS8",2
"Q8N111","CEND1",2
"Q9Y6X5","ENPP4",2
"O75489","NDUFS3",2
"Q8NFK1","GJC3",2
"P56589","PEX3",2
"Q8IYS2","KIAA2013",2
"O76036","NCR1",2
"Q9H1I8","ASCC2",2
"Q7Z6V5","ADAT2",2
"Q9H1H1","GTSF1L",2
"Q9BUB7","TMEM70",2
"Q9P0P0","RNF181",2
"Q8N9S9","SNX31",2
"Q96DS6","MS4A6E",2
"A2RU48","SMCO3",2
"Q16384","SSX1",2
"Q96AQ1","CCDC74A",2
"Q30KQ5","DEFB115",2
"Q9BPW5","RASL11B",2
"Q8WTV1","THAP3",2
"A2RUH7","MYBPHL",2
"Q9UN19","DAPP1",2
"P25103","TACR1",2
"Q8NDB6","FAM156A",2
"Q9Y315","DERA",2
"Q9ULJ7","ANKRD50",2
"P49770","EIF2B2",2
"Q9Y4I5","TESMIN",2
"Q52LA3","LIN52",2
"Q9BUA3","SPINDOC",2
"P01106","MYC",2
"Q8IWV8","UBR2",2
"O43914","TYROBP",2
"P15153","RAC2",2
"P31151","S100A7",2
"Q9Y324","FCF1",2
"O14753","OVOL1",2
"Q9UNH5","CDC14A",2
"Q7RTU0","TCF24",2
"Q8N2Z9","CENPS",2
"Q96BY6","DOCK10",2
"Q96QA5","GSDMA",2
"Q3MUY2","PIGY",2
"P02812",NA,2
"Q5TA31","RNF187",2
"O75293","GADD45B",2
"P36507","MAP2K2",2
"Q9HBM1","SPC25",2
"Q96HJ3","CCDC34",2
"P51157","RAB28",2
"Q9H2X3","CLEC4M",2
"Q8IUB2","WFDC3",2
"Q6ZQW0","IDO2",2
"Q9NWU2","GID8",2
"Q9NWT8","AURKAIP1",2
"Q96BD6","SPSB1",2
"Q9BYV6","TRIM55",2
"Q8NE31","FAM13C",2
"Q16829","DUSP7",2
"Q8WVD5","RNF141",2
"Q96G23","CERS2",2
"Q96RS0","TGS1",2
"Q9UNE0","EDAR",2
"Q9Y6V7","DDX49",2
"Q9P0V8","SLAMF8",2
"Q7RTP0","NIPA1",2
"P43629","KIR3DL1",2
"Q56P03","EAPP",2
"Q569H4","PRR16",2
"Q9BWD3","RTL8A",2
"P30518","AVPR2",2
"Q7RTV2","GSTA5",2
"Q15306","IRF4",2
"Q9NXU5","ARL15",2
"Q14012","CAMK1",2
"Q4G0N7","FAM229B",2
"P27361","MAPK3",2
"Q12841","FSTL1",2
"Q9NYF3","FAM53C",2
"P10147","CCL3",2
"Q99626","CDX2",2
"Q4G163","FBXO43",2
"Q13761","RUNX3",2
"Q8IZV2","CMTM8",2
"Q6N043","ZNF280D",2
"Q8TC05","MDM1",2
"Q53EL6","PDCD4",2
"Q96M63","ODAD1",2
"Q99593","TBX5",2
"Q5D1E8","ZC3H12A",2
"Q04917","YWHAH",2
"Q15233","NONO",2
"Q9Y6I3","EPN1",2
"Q15714","TSC22D1",2
"Q9UPQ3","AGAP1",2
"P14317","HCLS1",2
"Q9C0C9","UBE2O",2
"Q5T890","ERCC6L2",2
"Q9NZI7","UBP1",2
"P48637","GSS",2
"Q9NPI7","KRCC1",2
"Q16222","UAP1",2
"Q07955","SRSF1",2
"O43248","HOXC11",2
"P30793","GCH1",2
"Q9BZX2","UCK2",2
"Q8TF64","GIPC3",2
"Q96M95","CCDC42",2
"Q9H267","VPS33B",2
"Q02078","MEF2A",2
"O15194","CTDSPL",2
"Q2TAA2","IAH1",2
"Q9NQP4","PFDN4",2
"Q9H161","ALX4",2
"Q5GJ75","TNFAIP8L3",2
"Q9H477","RBKS",2
"O75674","TOM1L1",2
"P04075","ALDOA",2
"O95822","MLYCD",2
"Q9UBE8","NLK",2
"Q9Y2D4","EXOC6B",2
"Q8TAQ2","SMARCC2",2
"Q0D2J5","ZNF763",2
"Q8WTR2","DUSP19",2
"O00189","AP4M1",2
"P42768","WAS",2
"Q96QU6","ACCS",2
"P26583","HMGB2",2
"P0CW01","TSPY4",2
"Q15390","MTFR1",2
"P50991","CCT4",2
"Q9Y6X4","FAM169A",2
"Q9NXC2","GFOD1",2
"O95992","CH25H",2
"Q8N9V6","ANKRD53",2
"Q96LR7","C2orf50",2
"Q9BRT8","CBWD1",2
"O00487","PSMD14",2
"Q9H6Q3","SLA2",2
"Q05315","CLC",2
"Q13488","TCIRG1",2
"Q8N0Z3","SPICE1",2
"Q8TCD5","NT5C",2
"P22001","KCNA3",2
"Q8NES8","DEFB124",2
"Q96P65","QRFPR",2
"Q9Y3C8","UFC1",2
"Q9NPC7","MYNN",2
"Q969W3","FAM104A",2
"Q16661","GUCA2B",2
"Q9ULR3","PPM1H",2
"Q9NR34","MAN1C1",2
"P32971","TNFSF8",2
"P26998","CRYBB3",2
"O60551","NMT2",2
"Q15758","SLC1A5",2
"Q7Z4H9","FAM220A",2
"Q8IX90","SKA3",2
"O75828","CBR3",2
"Q08257","CRYZ",2
"P43320","CRYBB2",2
"O15121","DEGS1",2
"O15375","SLC16A5",2
"Q3YBR2","TBRG1",2
"Q9BWQ8","FAIM2",2
"Q9Y6M7","SLC4A7",2
"O95388","CCN4",2
"P51178","PLCD1",2
"Q99766","DMAC2L",2
"Q3KNT9","TMEM95",2
"Q96PU4","UHRF2",2
"Q8IYN2","TCEAL8",2
"O95639","CPSF4",2
"P49768","PSEN1",2
"Q4VX76","SYTL3",2
"O00257","CBX4",2
"Q6PRD7","CEMP1",2
"P60604","UBE2G2",2
"Q0VG06","FAAP100",2
"Q86UD3","MARCHF3",2
"Q9BQA5","HINFP",2
"Q9NP97","DYNLRB1",2
"Q6ZR37",NA,2
"P22694","PRKACB",2
"Q14738","PPP2R5D",2
"P29762","CRABP1",2
"Q9Y262","EIF3L",2
"P78371","CCT2",2
"Q674R7","ATG9B",2
"Q13956","PDE6H",2
"Q86X60","FAM72B",2
"Q8TDM0","BCAS4",2
"Q6GMV3","PTRHD1",2
"Q13087","PDIA2",2
"Q13066","GAGE2C",2
"Q6TDU7","DNAI7",2
"Q9UHH9","IP6K2",2
"Q8IUW3","SPATA2L",2
"Q9HBH9","MKNK2",2
"P59826","BPIFB3",2
"Q99973","TEP1",2
"Q9BY32","ITPA",2
"Q9BWD1","ACAT2",2
"Q99614","TTC1",2
"P20393","NR1D1",2
"Q8NBF2","NHLRC2",2
"Q5VZF2","MBNL2",2
"Q5VY80","RAET1L",2
"P08949","NMB",2
"Q16790","CA9",2
"Q9Y617","PSAT1",2
"Q9GZT6","CCDC90B",2
"Q9BWJ5","SF3B5",2
"Q9UH62","ARMCX3",2
"Q9Y3D9","MRPS23",2
"Q569K6","CCDC157",2
"P0C5Z0","H2AB3",2
"Q96HA4","C1orf159",2
"Q496F6","CD300E",2
"P09622","DLD",2
"Q9NPA8","ENY2",2
"Q9NZ32","ACTR10",2
"Q07864","POLE",2
"Q9P267","MBD5",2
"O60496","DOK2",2
"Q15084","PDIA6",2
"Q5JVF3","PCID2",2
"Q30KQ8",NA,2
"Q9NX18","SDHAF2",2
"P31213","SRD5A2",2
"P29274","ADORA2A",2
"P04279","SEMG1",2
"Q9NRG0","CHRAC1",2
"Q9Y3M9","ZNF337",2
"O95858","TSPAN15",2
"Q14141","SEPTIN6",2
"Q9NYN1","RASL12",2
"Q8WXU2","DNAAF4",2
"Q9BYJ1","ALOXE3",2
"Q9UBB5","MBD2",2
"Q92575","UBXN4",2
"Q53H54","TRMT12",2
"Q9UI09","NDUFA12",2
"P62491","RAB11A",2
"Q9P003","CNIH4",2
"Q6ZN54","DEF8",2
"Q9UJV9","DDX41",2
"Q96PE6","ZIM3",2
"Q99622","C12orf57",2
"P52657","GTF2A2",2
"Q96SZ5","ADO",2
"Q13609","DNASE1L3",2
"P53816","PLAAT3",2
"Q8NF50","DOCK8",2
"P61960","UFM1",2
"Q96ST8","CEP89",2
"Q8IW92","GLB1L2",2
"O60565","GREM1",2
"Q9UGT4","SUSD2",2
"Q8IYK2","CCDC105",2
"O76039","CDKL5",2
"Q8TCA0","LRRC20",2
"A6NEQ0","RBMY1E",2
"P35557","GCK",2
"P34931","HSPA1L",2
"P50053","KHK",2
"Q9UBQ0","VPS29",2
"Q9Y2B9","PKIG",2
"Q96JC1","VPS39",2
"Q14055","COL9A2",2
"Q9NNW5","WDR6",2
"P83436","COG7",2
"Q9NSA1","FGF21",2
"Q96F85","CNRIP1",2
"Q9BY14","TEX101",2
"P02766","TTR",2
"O60243","HS6ST1",2
"Q8NA70","FAM47B",2
"P05413","FABP3",2
"P17752","TPH1",2
"P34932","HSPA4",2
"P02814","SMR3B",2
"Q92562","FIG4",2
"Q6P087","RPUSD3",2
"O43763","TLX2",2
"O15075","DCLK1",2
"Q15746","MYLK",2
"Q6PH81","C16orf87",2
"Q86UN2","RTN4RL1",2
"Q9H8T0","AKTIP",2
"Q9NPJ1","MKKS",2
"Q9Y216","MTMR7",2
"Q5EBL8","PDZD11",2
"Q8N1Q1","CA13",2
"Q01524","DEFA6",2
"Q9UHL9","GTF2IRD1",2
"Q8WUA2","PPIL4",2
"Q8N6R0","METTL13",2
"Q5TZF3","ANKRD45",2
"O43820","HYAL3",2
"A1XBS5","CIBAR1",2
"Q13043","STK4",2
"Q9HCS7","XAB2",2
"Q9UL26","RAB22A",2
"Q92911","SLC5A5",2
"Q9P000","COMMD9",2
"P05549","TFAP2A",2
"Q9NRZ9","HELLS",2
"Q9Y5R5","DMRT2",2
"Q99576","TSC22D3",2
"Q9Y580","RBM7",2
"Q9UHL0","DDX25",2
"Q9UI32","GLS2",2
"P52797","EFNA3",2
"O94856","NFASC",2
"Q04900","CD164",2
"Q9BYP7","WNK3",2
"Q7Z2X4","PID1",2
"P00519","ABL1",2
"Q8N5J2","MINDY1",2
"O75541","ZNF821",2
"P36575","ARR3",2
"P50151","GNG10",2
"Q8IYK8","REM2",2
"Q96DL1","NXPE2",2
"Q9Y303","AMDHD2",2
"P62241","RPS8",2
"Q9UBF9","MYOT",2
"P26447","S100A4",2
"P63000","RAC1",2
"O60739","EIF1B",2
"Q96EZ4","MYEOV",2
"Q96E40","SPACA9",2
"Q9NVE4","CCDC87",2
"P58549","FXYD7",2
"Q8N9N2","ASCC1",2
"P61952","GNG11",2
"O43236","SEPTIN4",2
"Q504Y3","ZCWPW2",2
"Q8N5J4","SPIC",2
"Q9NXZ2","DDX43",2
"Q16538","GPR162",2
"P43405","SYK",2
"O14782","KIF3C",2
"P06737","PYGL",2
"Q9NX08","COMMD8",2
"P20809","IL11",2
"Q9H7L9","SUDS3",2
"Q8IWB4","SPATA31A7",2
"Q9UL54","TAOK2",2
"P23528","CFL1",2
"P26640","VARS1",2
"Q96PU9","ODF3",2
"Q63HM9","PLCXD3",2
"Q8IX12","CCAR1",2
"P07197","NEFM",2
"P10809","HSPD1",2
"Q9NQU5","PAK6",2
"P15954","COX7C",2
"P02745","C1QA",2
"Q99717","SMAD5",2
"Q9NQ29","LUC7L",2
"Q5VV52","ZNF691",2
"P05814","CSN2",2
"O00743","PPP6C",2
"Q5U5Z8","AGBL2",2
"O43488","AKR7A2",2
"O43448","KCNAB3",2
"Q9UBC7","GALP",2
"O15525","MAFG",2
"Q9BRA2","TXNDC17",2
"P11142","HSPA8",2
"Q8TD91","MAGEC3",2
"O75128","COBL",2
"P54710","FXYD2",2
"Q06124","PTPN11",2
"P68402","PAFAH1B2",2
"Q969M7","UBE2F",2
"Q9BXN6","SPANXD",2
"Q9UHY7","ENOPH1",2
"Q6NUJ5","PWWP2B",2
"Q8NA19","L3MBTL4",2
"P49756","RBM25",2
"Q96DC7","TMCO6",2
"Q9BXU2","TEX13B",2
"O76062","TM7SF2",2
"Q15910","EZH2",2
"Q9H5I1","SUV39H2",2
"O14579","COPE",2
"P48039","MTNR1A",2
"Q9UBI1","COMMD3",2
"Q969S3","ZNF622",2
"Q8IUH8","SPPL2C",2
"Q9ULH0","KIDINS220",2
"P49711","CTCF",2
"O15198","SMAD9",2
"Q9UQC2","GAB2",2
"P56270","MAZ",2
"P48444","ARCN1",2
"Q8N3X6","LCORL",2
"Q9UJM3","ERRFI1",2
"Q9HCN8","SDF2L1",2
"P14598","NCF1",2
"Q96FC7","PHYHIPL",2
"A6NHJ4","ZNF860",2
"P15514","AREG",2
"Q13562","NEUROD1",2
"Q32P44","EML3",2
"Q7Z2W4","ZC3HAV1",2
"Q9UMQ3","BARX2",2
"Q9BT88","SYT11",2
"Q86YQ8","CPNE8",2
"Q5T5Y3","CAMSAP1",2
"P15735","PHKG2",2
"Q9BQP7","MGME1",2
"Q9HCG8","CWC22",2
"Q07654","TFF3",2
"Q14188","TFDP2",2
"Q13733","ATP1A4",2
"Q53F19","NCBP3",2
"Q92523","CPT1B",2
"Q9HCB6","SPON1",2
"Q6ZSG2","INSYN2A",2
"Q8N1A6","C4orf33",2
"Q9UHL3","FAM153A",2
"O43508","TNFSF12",2
"P23415","GLRA1",2
"Q9BQE9","BCL7B",2
"Q99829","CPNE1",2
"O15232","MATN3",2
"Q9NSI2","SLX9",2
"O15442","MPPED1",2
"P48380","RFX3",2
"P31785","IL2RG",2
"O00534","VWA5A",2
"Q96HL8","SH3YL1",2
"Q29RF7","PDS5A",2
"Q9NUU7","DDX19A",2
"Q9NP84","TNFRSF12A",2
"O95340","PAPSS2",2
"P02461","COL3A1",2
"Q8WWM7","ATXN2L",2
"O60716","CTNND1",2
"Q9NVR2","INTS10",2
"Q8TF76","HASPIN",2
"P08311","CTSG",2
"P49427","CDC34",2
"Q9ULI4","KIF26A",2
"Q2M2Z5","KIZ",2
"Q9NSB8","HOMER2",2
"Q96QD8","SLC38A2",2
"P0CE72","OCM",2
"O94941","UBOX5",2
"Q9UNL4","ING4",2
"O95897","OLFM2",2
"Q9HCQ7","NPVF",2
"P61244","MAX",2
"Q9NZM5","NOP53",2
"Q9P0U3","SENP1",2
"Q8WW35","DYNLT2B",2
"P11086","PNMT",2
"Q9NXE8","CWC25",2
"P43686","PSMC4",2
"Q06520","SULT2A1",2
"Q5T3I0",NA,2
"O00622","CCN1",2
"Q9UQB9","AURKC",2
"O95456","PSMG1",2
"Q86TN4","TRPT1",2
"Q15047","SETDB1",2
"Q6ZSC3","RBM43",2
"Q8TBH0","ARRDC2",2
"P84085","ARF5",2
"Q9P0U4","CXXC1",2
"O95190","OAZ2",2
"Q6ICG6","KIAA0930",2
"Q9ULZ2","STAP1",2
"Q16795","NDUFA9",2
"Q12894","IFRD2",2
"O00592","PODXL",2
"Q9UM07","PADI4",2
"Q9Y5W5","WIF1",2
"Q9NS18","GLRX2",2
"Q14353","GAMT",2
"P60321","NANOS2",2
"Q14157","UBAP2L",2
"Q9C010","PKIB",2
"Q8TE68","EPS8L1",2
"Q96T37","RBM15",2
"Q96BP2","CHCHD1",2
"O60675","MAFK",2
"Q9NRN9","METTL5",2
"Q15369","ELOC",2
"Q9UJX6","ANAPC2",2
"Q8NBR0","TP53I13",2
"O43747","AP1G1",2
"P04053","DNTT",2
"Q96HW7","INTS4",2
"A6NFY7","SDHAF1",2
"P51148","RAB5C",2
"P23786","CPT2",2
"Q86X24","HORMAD1",2
"Q7Z4G4","TRMT11",2
"P18615","NELFE",2
"Q9UKT5","FBXO4",2
"Q96J87","CELF6",2
"P63098","PPP3R1",2
"P41240","CSK",2
"P45381","ASPA",2
"O15374","SLC16A4",2
"P36941","LTBR",2
"Q9BZQ8","NIBAN1",2
"O14494","PLPP1",2
"Q10570","CPSF1",2
"P63146","UBE2B",2
"P51959","CCNG1",2
"O60895","RAMP2",2
"Q9H444","CHMP4B",2
"P68431","H3C1",2
"Q96LI5","CNOT6L",2
"Q8IYL3","C1orf174",2
"O43715","TRIAP1",2
"Q6ZUJ8","PIK3AP1",2
"P31941","APOBEC3A",2
"Q9H9Q2","COPS7B",2
"Q9NQ86","TRIM36",2
"Q8IXH7","NELFCD",2
"P35520","CBS",2
"Q86XP6","GKN2",2
"Q86UX7","FERMT3",2
"P50583","NUDT2",2
"Q9Y6Y9","LY96",2
"Q9Y512","SAMM50",2
"Q96CB8","INTS12",2
"Q9NUQ7","UFSP2",2
"Q7Z6J4","FGD2",2
"Q53FT3","HIKESHI",2
"Q2YD98","UVSSA",2
"Q9HCM1","RESF1",2
"P30085","CMPK1",2
"Q9H0P0","NT5C3A",2
"Q96DN2","VWCE",2
"P20674","COX5A",2
"O00488","ZNF593",2
"Q9BY84","DUSP16",2
"P21589","NT5E",2
"Q9P0J1","PDP1",2
"Q8N5W8","FAM24B",2
"Q13183","SLC13A2",2
"Q9H4W6","EBF3",2
"P54886","ALDH18A1",2
"Q19AV6","ZSWIM7",2
"Q13326","SGCG",2
"O60635","TSPAN1",2
"Q9NRR2","TPSG1",2
"Q9Y6B6","SAR1B",2
"Q92730","RND1",2
"Q9H0U6","MRPL18",2
"Q9UHC6","CNTNAP2",2
"P35613","BSG",2
"Q96B42","TMEM18",2
"Q5I7T1","ALG10B",2
"Q96JH8","RADIL",2
"O75106","AOC2",2
"Q9UH73","EBF1",2
"P20337","RAB3B",2
"Q8IV61","RASGRP3",2
"Q9BYD2","MRPL9",2
"Q96H72","SLC39A13",2
"Q86TG1","TMEM150A",2
"O43916","CHST1",2
"Q9H237","PORCN",2
"Q9BXY0","MAK16",2
"Q5T011","SZT2",2
"P51164","ATP4B",2
"Q6QAJ8","TMEM220",2
"Q9NP72","RAB18",2
"Q86SG5","S100A7A",2
"P01130","LDLR",2
"Q15012","LAPTM4A",2
"P60602","ROMO1",2
"Q8WVQ1","CANT1",2
"Q9BYD6","MRPL1",2
"Q8IYW5","RNF168",2
"Q9BQC6","MRPL57",2
"P40337","VHL",2
"P21291","CSRP1",2
"Q96K17","BTF3L4",2
"Q8N4M1","SLC44A3",2
"Q15020","SART3",2
"Q15004","PCLAF",2
"Q13491","GPM6B",2
"P09110","ACAA1",2
"Q9Y6A4","CFAP20",2
"Q15008","PSMD6",2
"Q96DR5","BPIFA2",2
"Q8IYK4","COLGALT2",2
"Q6FHJ7","SFRP4",2
"Q96I45","TMEM141",2
"O14713","ITGB1BP1",2
"Q15738","NSDHL",2
"Q69YL0",NA,2
"Q9H228","S1PR5",2
"P07108","DBI",2
"Q8N271","PROM2",2
"Q86WK9","PAQR7",2
"Q9UBM1","PEMT",2
"P82932","MRPS6",2
"O60239","SH3BP5",2
"Q15653","NFKBIB",2
"Q00536","CDK16",2
"Q99567","NUP88",2
"P54753","EPHB3",2
"Q7Z713","ANKRD37",2
"P78348","ASIC1",2
"P48728","AMT",2
"P15814","IGLL1",2
"Q8N387","MUC15",2
"O15305","PMM2",2
"Q8WY07","SLC7A3",2
"Q2NL82","TSR1",2
"P13500","CCL2",2
"Q9HCK4","ROBO2",2
"Q9UKU0","ACSL6",2
"Q09028","RBBP4",2
"Q53GA4","PHLDA2",2
"Q9NX00","TMEM160",2
"P39905","GDNF",2
"Q9BUR4","WRAP53",2
"Q9BQG1","SYT3",2
"Q8WV07","LTO1",2
"Q14849","STARD3",2
"Q9UMR2","DDX19B",2
"Q96LD4","TRIM47",2
"Q9NVS9","PNPO",2
"P46527","CDKN1B",2
"Q9BUD6","SPON2",2
"O60662","KLHL41",2
"Q8N6N7","ACBD7",2
"P09210","GSTA2",2
"Q9UKJ8","ADAM21",2
"P55087","AQP4",2
"Q14449","GRB14",2
"Q9BU23","LMF2",2
"Q6IPR3","TYW3",2
"Q15043","SLC39A14",2
"Q9NX46","ADPRS",2
"Q96BQ3","TRIM43",2
"Q9H0W9","C11orf54",2
"P55209","NAP1L1",2
"O75608","LYPLA1",2
"P00742","F10",2
"P04196","HRG",2
"Q9NPB6","PARD6A",2
"P34130","NTF4",2
"O43159","RRP8",2
"Q9H0D2","ZNF541",2
"Q6NXR0","IRGC",2
"O14917","PCDH17",2
"P13010","XRCC5",2
"Q16595","FXN",2
"Q8NBF1","GLIS1",2
"Q14135","VGLL4",2
"O94855","SEC24D",2
"Q13951","CBFB",2
"Q8N7K0","ZNF433",2
"Q96EY1","DNAJA3",2
"P41208","CETN2",2
"Q86X95","CIR1",2
"Q9P2B4","CTTNBP2NL",2
"Q9NRX1","PNO1",2
"Q7L8L6","FASTKD5",2
"O75896","TUSC2",2
"Q08ER8","ZNF543",2
"Q8NG98","OR7D4",2
"P24534","EEF1B2",2
"Q6PEY2","TUBA3E",2
"Q96A04","TSACC",2
"O14581","OR7A17",2
"Q16586","SGCA",2
"P62857","RPS28",2
"Q6P1R4","DUS1L",2
"P04808","RLN1",2
"Q8IV04","TBC1D10C",2
"Q9GZU1","MCOLN1",2
"P10114","RAP2A",2
"Q8NCW6","GALNT11",2
"Q9Y2C3","B3GALT5",2
"O14544","SOCS6",2
"O95202","LETM1",2
"Q15126","PMVK",2
"Q99880","H2BC13",2
"Q8N543","OGFOD1",2
"Q6ZR52","ZNF493",2
"P19971","TYMP",2
"Q08629","SPOCK1",2
"O15503","INSIG1",2
"P20396","TRH",2
"O00330","PDHX",2
"Q8WZA9","IRGQ",2
"H3BU77","CCDC179",2
"Q5SWH9","TMEM69",2
"P07741","APRT",1
"Q96SQ9","CYP2S1",1
"O94993","SOX30",1
"P10415","BCL2",1
"Q9BXI6","TBC1D10A",1
"Q13153","PAK1",1
"Q8N4J0","CARNMT1",1
"Q9Y446","PKP3",1
"Q5VUB5","FAM171A1",1
"Q7L7V1","DHX32",1
"Q92949","FOXJ1",1
"Q96EK6","GNPNAT1",1
"Q8WXD2","SCG3",1
"Q8TCB6","OR51E1",1
"Q9H081","MIS12",1
"Q9Y6R0","NUMBL",1
"O00161","SNAP23",1
"A6NCL1","GMNC",1
"Q9H4B6","SAV1",1
"Q8WUQ7","CACTIN",1
"Q9NV92","NDFIP2",1
"P18669","PGAM1",1
"P63316","TNNC1",1
"Q9UBF6","RNF7",1
"Q9BRP8","PYM1",1
"Q8N539","FIBCD1",1
"P22674","CCNO",1
"Q9Y248","GINS2",1
"Q8TAF7","ZNF461",1
"Q9NTZ6","RBM12",1
"Q9Y237","PIN4",1
"P15516","HTN3",1
"Q8N6S4","ANKRD13C",1
"Q86WV1","SKAP1",1
"O60936","NOL3",1
"Q9P1U0","POLR1H",1
"O95936","EOMES",1
"P32519","ELF1",1
"Q9NSC2","SALL1",1
"A0AVK6","E2F8",1
"O95297","MPZL1",1
"Q9H0A8","COMMD4",1
"Q9UBK7","RABL2A",1
"Q96CJ1","EAF2",1
"P68104","EEF1A1",1
"Q5DX21","IGSF11",1
"O14901","KLF11",1
"Q9UKN5","PRDM4",1
"P02585","TNNC2",1
"Q3BBV0","NBPF1",1
"Q96L33","RHOV",1
